Month,Unemployment Rate,Avg Person Savings,Avg Firm Savings,Avg Price,Avg Inventory,Avg Wage,Price_SMA,Stock_SMA
127,0.0,68386.61266268109,484505.9944160775,262.9051714907986,1033.6,2532.7803405011264,263.0703159589264,864.1333333333333
128,0.0,68160.38243765775,495817.50566724315,262.3759249603735,996.7,2529.9791576992156,263.14014380922333,884.5916666666667
129,0.0,68188.1716215399,494428.04647313606,261.3186988251007,1007.6,2524.9981873700044,263.1234215449324,904.1750000000001
130,0.0,68429.71872449192,482350.69132553507,260.7581999105929,1062.6,2520.289670473901,263.0168896598202,926.3666666666668
131,0.0,68189.31671215816,494370.7919422238,260.20971507757713,1023.4,2520.8545525075556,262.8224133703058,944.5166666666668
132,0.0,68090.41168635194,499316.0432325352,260.1892505956851,1009.9,2513.0543144850953,262.5391669238504,963.2333333333335
133,0.0,67878.5013949959,509911.5578003377,259.64246159353695,976.7,2517.214536259632,262.2553054844921,977.0333333333334
134,0.0,67659.34994285356,520869.1304074549,259.6234280186119,941.0,2521.266032533795,261.9699615159731,990.4166666666666
135,0.0,67746.59034702733,516507.1101987661,258.5780369059452,963.4,2520.7234341762296,261.5112457153399,1001.4333333333334
136,0.0,67613.23441576149,523174.90676205826,258.0392991752583,942.3,2530.6766064480803,260.9687091844276,996.0666666666666
137,0.0,67432.79361245692,532196.946927287,258.54470411571117,909.1,2553.8128354023265,260.51390961938796,990.5416666666666
138,0.0,67469.32924033655,530370.1655333049,258.01571540392104,911.6,2561.1604408135036,260.01671717275934,981.4916666666668
139,0.0,67668.50990718552,520411.13219085673,258.0148883538599,945.7,2581.8452388145142,259.60919357801447,974.1666666666666
140,0.0,67945.49261119889,506561.99699018913,258.4925774329651,994.0,2598.689528723785,259.28558128406377,973.9416666666666
141,0.0,67791.58634820812,514257.31013972743,257.9445418936849,954.2,2617.40484217112,259.0044015397791,969.4916666666667
142,0.0,67800.47051617608,513813.1017413294,256.9012284949589,942.1,2632.812517010596,258.68298725514296,959.4499999999999
143,0.0,67908.30784189428,508421.2354554197,256.8921206001211,946.5,2631.0380106003186,258.4065210486883,953.0416666666666
144,0.0,68013.10447770124,503181.4036650708,256.87266934835526,951.1,2634.9439169580232,258.1301392780775,948.1416666666668
145,0.0,68022.52448076845,502710.4035117103,256.344095465776,935.5,2637.6862663987813,257.8552754340974,944.7083333333334
146,0.0,68056.81065616588,500996.09474183834,256.84912834812405,923.5,2638.4884252750776,257.62408379489005,943.25
147,0.0,68237.75970682065,491948.64220909897,257.35455772485477,940.1,2635.582993865314,257.5221271964659,941.3083333333333
148,0.0,68101.47722960894,498762.7660696845,257.3336695401363,894.5,2640.8592252303865,257.4633247268724,937.3249999999999
149,0.0,68372.0520114953,485234.0269753671,257.83084188306486,930.0,2645.6181874595613,257.4038362074852,939.0666666666666
150,0.0,68244.52919793307,491610.1676534788,257.2857296326239,885.9,2644.8954982880696,257.3430040598771,936.9250000000001
151,0.0,68223.20466562221,492676.3942690218,257.28614249637815,862.0,2641.5284035061436,257.28227523842025,929.9500000000002
152,0.0,68382.5202384327,484710.61562849797,257.274587512068,874.5,2646.6385675654615,257.18077607834556,919.9916666666668
153,0.0,68865.85911232635,460543.671933815,258.2745371588928,952.3,2645.57734884437,257.2082756837795,919.8333333333334
154,0.0,68986.8300871933,454495.12319046847,258.253445702417,957.7,2644.8299475813524,257.3209604510677,921.1333333333333
155,0.0,68913.98508907564,458137.3730963512,257.21032620825,922.2,2645.5364073852847,257.3474775850784,919.1083333333332
156,0.0,68900.66582270405,458803.33641493105,257.1905128709649,899.2,2629.3766497823995,257.3739645452959,914.7833333333333
157,0.0,68905.33085382552,458570.08485885756,257.1711201625768,883.4,2620.2506250843417,257.4428832700293,910.4416666666666
158,0.0,68859.38293928785,460867.48058574053,257.6583729543933,860.1,2619.2571934666134,257.5103203205517,905.1583333333333
159,0.0,68681.52309222189,469760.47293903894,258.15349104162306,812.0,2626.673975259959,257.5768980969491,894.4833333333335
160,0.0,69033.97523581458,452137.86575940484,258.6686424308178,868.2,2621.2550613403355,257.6881458378392,892.2916666666666
161,0.0,69296.66863881299,439003.1956094849,258.6265554216706,910.0,2621.3383477088673,257.7544552993897,890.625
162,0.0,69095.88222138464,449042.5164809027,258.0892774092951,857.1,2614.1373908924493,257.8214176141123,888.2249999999999
163,0.0,69180.52917777396,444810.16866143665,257.56382299231655,861.3,2585.3149281227297,257.8445576554405,888.1666666666666
164,0.0,69417.01428133067,432985.9134836006,258.069075474873,903.3,2579.1401666697034,257.91076498567423,890.5666666666666
165,0.0,69400.2557404076,433823.8405297543,259.0711023052705,900.6,2575.8494886161957,257.97714541453905,886.2583333333333
166,0.0,69195.2117015851,444076.0424708802,258.54316030839675,856.9,2575.2287099081514,258.0012882983707,877.8583333333332
167,0.0,69073.6009383199,450156.58063413994,258.54274810482815,827.8,2554.5382915619784,258.1123234564189,869.9916666666667
168,0.0,69344.08847833473,436632.20363339875,259.0308279123875,882.7,2551.922333464404,258.2656830432041,868.6166666666667
169,0.0,69543.17980067886,426677.6375161917,259.5255470320585,923.5,2557.743461115431,258.46188528232756,871.9583333333334
170,0.0,69578.45800489295,424913.72730548837,258.98936871898974,932.2,2550.8277305656447,258.5728015960439,877.9666666666667
171,0.0,69700.90563787153,418791.345656559,259.4942170804005,961.4,2535.192766827277,258.68452876594205,890.4166666666666
172,0.0,69412.37810633829,433217.7222332199,258.964638144116,908.7,2536.6424223371255,258.7091950753836,893.7916666666666
173,0.0,69418.19057471259,432927.0988145044,257.92110975706026,911.6,2535.953840025092,258.65040793666606,893.9250000000001
174,0.0,69358.77157860855,435898.0486197074,257.8923982089617,902.4,2530.0235687189906,258.6340013366383,897.6999999999999
175,0.0,69073.5336729973,450159.94390026917,256.83323620317293,849.4,2527.1467827463316,258.57311910420964,896.7083333333334
176,0.0,69048.60463494422,451406.3958029246,256.8247610539255,848.2,2521.7961582106445,258.46942623579736,892.1166666666667
177,0.0,69039.45145471684,451864.05481429386,256.8130179907064,851.7,2506.817671618638,258.281252542917,888.0416666666666
178,0.0,68998.02466771347,453935.3941644613,256.79859613224414,851.2,2494.8385367418823,258.13587219490427,887.5666666666666
179,0.0,68776.52882594317,465010.18625297665,257.31252182683346,815.5,2495.500222387082,258.0333533384047,886.5416666666666
180,0.0,68929.74554998179,457349.3500510457,256.786213613317,853.6,2506.1404377156873,257.8463021468155,884.1166666666667
181,0.0,68714.66240714985,468103.50719264254,256.76801032945195,817.0,2518.2046443271656,257.6165074215983,875.2416666666667
182,0.0,69032.38727661403,452217.2637194344,256.22461885604696,884.8,2534.3882253848,257.38611159968644,871.2916666666666
183,0.0,68878.95938368881,459888.6583656954,256.7121232898727,856.6,2538.663675093973,257.15427045047574,862.5583333333334
184,0.0,68787.26131566358,464473.56176695693,256.19408432986336,837.5,2538.635843423047,256.9233909659547,856.625
185,0.0,68748.25056408641,466424.099345816,257.20236820409315,831.1,2538.7804976226344,256.8634958365408,849.9166666666666
186,0.0,68709.64909261254,468354.17291951005,257.70451714526337,823.8,2541.8210362818945,256.84783908123256,843.3666666666668
187,0.0,68941.22510670676,456775.3722147991,258.20173117329983,870.5,2550.253630633928,256.9618803287431,845.125
188,0.0,68766.06732707372,465533.26119645126,258.190800726365,835.3,2549.6895033779188,257.0757169681131,844.0500000000001
189,0.0,68836.11799804853,462030.72764771106,258.1720416549778,849.0,2551.520006979019,257.18896894013574,843.8249999999999
190,0.0,68906.24268296828,458524.49340172426,257.62699074622026,864.8,2548.805630595915,257.2580018246337,844.9583333333334
191,0.0,68660.59622917736,470806.8160912702,257.6168776076764,819.0,2543.558796980473,257.2833648063707,845.25
192,0.0,68637.57447520766,471957.90378975484,258.6465639349781,818.8,2543.494564734933,257.4383939998424,842.35
